Time (seconds),X (pixels),Y (pixels)
0.0,36.108451075459,40.12011324126457
0.0060882800608828,36.15441450184796,40.121586822501925
0.0121765601217656,36.06057917548028,40.33631462789379
0.0182648401826484,35.87745375941969,40.40807939537159
0.0243531202435312,35.91378857429604,40.24430416385263
0.030441400304414,36.12099931470135,40.143473213371124
0.0365296803652968,36.171624901153436,40.1245220794126
0.0426179604261796,35.98538872955585,40.18254104377774
0.0487062404870624,35.88542591831022,40.33870358289933
0.0547945205479452,35.97264418706324,40.24306690933769
0.060882800608828,36.14662430124118,40.125729923151155
0.0669710806697108,36.186757493552136,40.185521378222475
0.0730593607305936,35.91574899230854,40.29126601185273
0.0791476407914764,35.79044808475791,40.34116546432142
0.0852359208523592,36.108342123921354,40.11213597263965
0.091324200913242,36.239462342609045,39.982146876199806
0.0974124809741248,36.03640955903311,40.18549776093696
0.1035007610350076,35.830588645765836,40.43273731883431
0.1095890410958904,36.00355760483433,40.30246913580247
0.1156773211567732,36.27231190223344,40.009161442513864
0.121765601217656,36.252590463854936,39.93175187824033
0.1278538812785388,35.99600464405488,40.34670781893004
0.1339421613394216,35.81863562121521,40.53021938457107
0.1400304414003044,35.99360348052426,40.253225382690104
0.1461187214611872,36.22604549788857,40.06473761560606
0.15220700152207,36.09940579757723,40.23675800222123
0.1582952815829528,35.675263131557436,40.48500144507699
0.1643835616438356,35.855017012520676,40.25763289158311
0.1704718417047184,36.38630246502332,39.90323074674036
0.1765601217656012,36.329410143235854,40.02991491830899
0.182648401826484,35.812016751462295,40.33653618117404
0.1887366818873668,35.86241803458679,40.33281367406128
0.1948249619482496,36.22523094008177,40.16735671304012
0.2009132420091324,36.15792308577286,40.215491655196146
0.2070015220700152,35.896633383901985,40.40311913639747
0.213089802130898,35.91919019488156,40.41755159907228
0.2191780821917808,36.06456258146603,40.193130875925746
0.2252663622526636,36.1396532750832,40.13016017664996
0.2313546423135464,36.13529607587369,40.25531137316051
0.2374429223744292,36.04390432845938,40.197503972457625
0.243531202435312,36.118843162670125,40.0981800130049
0.2496194824961948,36.145309280617646,40.24613097191091
0.2557077625570776,35.95938779095872,40.39720155532084
0.2617960426179604,36.055815206411204,40.28109619371307
0.2678843226788432,36.140336225928586,40.17399584487535
0.273972602739726,36.05838519248529,40.26106023095168
0.2800608828006088,35.81562001759305,40.493282251186
0.2861491628614916,35.945775909544025,40.34767428843301
0.2922374429223744,36.15665895238691,40.01274359178889
0.2983257229832572,36.22862101280761,40.09341525948192
0.30441400304414,36.013120069528014,40.30171121790587
0.3105022831050228,35.87011149480626,40.2498895989882
0.3165905631659056,36.22951235441745,40.05362671769004
0.3226788432267884,36.37227457863972,39.99773864903833
0.3287671232876712,36.052832773256675,40.247737182587876
0.334855403348554,35.74657436676661,40.40490651149472
